hs8,mfn_rate,rate_type,rate_raw
99020385,0,free,Free
99020386,0,free,Free
99020387,0.016,ad_valorem,1.6%
99020388,0,free,Free
99020389,0,free,Free
99020390,0,free,Free
99020391,0,free,Free
99020392,0,free,Free
99020393,0,free,Free
99020394,0.037000000000000005,ad_valorem,3.7%
99020395,0,free,Free
99020396,0,free,Free
99020397,0,free,Free
99020398,0,free,Free
99020399,0,free,Free
99020401,0.013000000000000001,ad_valorem,1.3%
99020402,0,free,Free
99020403,0,free,Free
99020404,0.005,ad_valorem,0.5%
99020405,0,free,Free
99020406,0,free,Free
99020407,0,free,Free
99020408,0.025,ad_valorem,2.5%
99020409,0,free,Free
99020410,0,free,Free
99020411,0,free,Free
99020412,0,free,Free
99020413,0,free,Free
99020414,0,free,Free
99020415,0,free,Free
99020416,0,free,Free
99020417,0,free,Free
99020418,0,free,Free
99020419,0,free,Free
99020420,0,free,Free
99020421,0.033,ad_valorem,3.3%
99020422,0,free,Free
99020423,0,free,Free
99020424,0,free,Free
99020425,0,free,Free
99020426,0,free,Free
99020427,0,free,Free
99020428,0,free,Free
99020430,0.004,ad_valorem,0.4%
99020431,0,free,Free
99020432,0,free,Free
99020433,0,free,Free
99020434,0,free,Free
99020435,0,free,Free
99020436,0,free,Free
99020437,0,free,Free
99020438,0,free,Free
99020439,0,free,Free
99020440,0.015,ad_valorem,1.5%
99020441,0,free,Free
99020442,0.042,ad_valorem,4.2%
99020443,0.06,ad_valorem,6.0%
99020444,0,free,Free
99020445,0,free,Free
99020446,0,free,Free
99020447,0,free,Free
99020448,0.039,ad_valorem,3.9%
99020449,0.042,ad_valorem,4.2%
99020450,0,free,Free
99020451,0,free,Free
99020452,0.02,ad_valorem,2.0%
99020453,0,free,Free
99020454,0,free,Free
99020455,0,free,Free
99020456,0,free,Free
99020457,0,free,Free
99020458,0,free,Free
99020459,0,free,Free
99020460,0,free,Free
99020461,0,free,Free
99020462,0,free,Free
99020463,0,free,Free
99020464,0,free,Free
99020465,0.05,ad_valorem,5.0%
99020466,0,free,Free
99020467,0,free,Free
99020468,0,free,Free
99020469,0,free,Free
99020470,0.034,ad_valorem,3.4%
99020471,0.018000000000000002,ad_valorem,1.8%
99020472,0,free,Free
99020473,0,free,Free
99020474,0,free,Free
99020475,0,free,Free
99020476,0,free,Free
99020478,0,free,Free
99020479,0,free,Free
99020480,0,free,Free
99020481,0,free,Free
99020482,0,free,Free
99020483,0,free,Free
99020484,0.032,ad_valorem,3.2%
99020485,0,free,Free
99020486,0,free,Free
99020487,0,free,Free
99020488,0,free,Free
99020489,0,free,Free
99020490,0,free,Free
99020491,0,free,Free
99020492,0,free,Free
99020493,0,free,Free
99020494,0,free,Free
99020495,0,free,Free
99020496,0,free,Free
99020497,0.055,ad_valorem,5.5%
99020498,0,free,Free
99020499,0,free,Free
99020501,0,free,Free
99020502,0,free,Free
99020503,0.062,ad_valorem,6.2%
99020504,0,free,Free
99020505,0,free,Free
99020506,0,free,Free
99020507,0.057,ad_valorem,5.7%
99020508,0,free,Free
99020509,0,free,Free
99020510,0,free,Free
99020511,0,free,Free
99020512,0,free,Free
99020513,0,free,Free
99020514,0,free,Free
99020515,0,free,Free
99020516,0.032,ad_valorem,3.2%
99020517,0,free,Free
99020518,0.05,ad_valorem,5.0%
99020519,0,free,Free
99020520,0,free,Free
99020521,0,free,Free
99020522,0,free,Free
99020523,0,free,Free
99020524,0,free,Free
99020525,0,free,Free
99020526,0,free,Free
99020527,0.032,ad_valorem,3.2%
99020528,0.027999999999999997,ad_valorem,2.8%
99020529,0.025,ad_valorem,2.5%
99020530,0,free,Free
99020531,0,free,Free
99020532,0,free,Free
99020533,0,free,Free
99020534,0.046,ad_valorem,4.6%
99020535,0,free,Free
99020536,0,free,Free
99020537,0.015,ad_valorem,1.5%
99020538,0,free,Free
99020539,0,free,Free
99020540,0,free,Free
99020541,0.031,ad_valorem,3.1%
99020542,0,free,Free
99020543,0,free,Free
99020544,0,free,Free
99020545,0,free,Free
99020546,0,free,Free
99020547,0,free,Free
99020548,0,free,Free
99020549,0.019,ad_valorem,1.9%
99020550,0,free,Free
99020551,0,free,Free
99020552,0,free,Free
99020553,0,free,Free
99020554,0,free,Free
99020555,0,free,Free
99020556,0,free,Free
99020557,0,free,Free
99020558,0,free,Free
99020559,0,free,Free
99020560,0,free,Free
99020561,0,free,Free
99020562,0,free,Free
99020563,0,free,Free
99020564,0,free,Free
99020565,0,free,Free
99020566,0.044000000000000004,ad_valorem,4.4%
99020567,0.062,ad_valorem,6.2%
99020568,0,free,Free
99020569,0.04,ad_valorem,4.0%
99020570,0,free,Free
99020571,0,free,Free
99020572,0.057,ad_valorem,5.7%
99020573,0.02,ad_valorem,2.0%
99020574,0,free,Free
99020575,0,free,Free
99020576,0,free,Free
99020577,0,free,Free
99020578,0,free,Free
99020579,0,free,Free
99020580,0,free,Free
99020581,0.052000000000000005,ad_valorem,5.2%
99020582,0,free,Free
99020583,0,free,Free
99020584,0,free,Free
99020585,0.03,ad_valorem,3.0%
99020586,0.022000000000000002,ad_valorem,2.2%
99020587,0,free,Free
99020588,0.04,ad_valorem,4.0%
99020589,0.013999999999999999,ad_valorem,1.4%
99020590,0.043,ad_valorem,4.3%
99020591,0,free,Free
99020592,0.040999999999999995,ad_valorem,4.1%
99020593,0,free,Free
99020594,0.016,ad_valorem,1.6%
99020595,0,free,Free
99020596,0,free,Free
99020597,0.043,ad_valorem,4.3%
99020598,0,free,Free
99020599,0,free,Free
99020601,0.006,ad_valorem,0.6%
99020602,0,free,Free
99020603,0,free,Free
99020604,0.035,ad_valorem,3.5%
99020605,0,free,Free
99020606,0,free,Free
99020607,0.025,ad_valorem,2.5%
99020608,0,free,Free
99020609,0,free,Free
99020610,0.038,ad_valorem,3.8%
99020611,0,free,Free
99020612,0,free,Free
99020613,0,free,Free
99020614,0,free,Free
99020615,0,free,Free
99020616,0,free,Free
99020617,0,free,Free
99020618,0,free,Free
99020619,0,free,Free
99020620,0.023,ad_valorem,2.3%
99020621,0,free,Free
99020622,0.012,ad_valorem,1.2%
99020623,0,free,Free
99020624,0.042,ad_valorem,4.2%
99020625,0,free,Free
99020626,0,free,Free
99020627,0,free,Free
99020628,0,free,Free
99020629,0,free,Free
99020630,0.062,ad_valorem,6.2%
99020631,0,free,Free
99020632,0,free,Free
99020633,0,free,Free
99020634,0,free,Free
99020635,0,free,Free
99020636,0,free,Free
99020637,0,free,Free
99020638,0,free,Free
99020639,0,free,Free
99020640,0,free,Free
99020641,0.006,ad_valorem,0.6%
99020642,0,free,Free
99020643,0,free,Free
99020644,0,free,Free
99020645,0.01,ad_valorem,1.0%
99020646,0,free,Free
99020647,0,free,Free
99020648,0,free,Free
99020649,0,free,Free
99020650,0,free,Free
99020651,0.019,ad_valorem,1.9%
99020652,0,free,Free
99020653,0,free,Free
99020654,0,free,Free
99020655,0,free,Free
99020656,0,free,Free
99020657,0,free,Free
99020658,0,free,Free
99020659,0,free,Free
99020660,0,free,Free
99020661,0,free,Free
99020662,0,free,Free
99020663,0,free,Free
99020664,0,free,Free
99020665,0,free,Free
99020666,0,free,Free
99020667,0.032,ad_valorem,3.2%
99020668,0,free,Free
99020669,0,free,Free
99020670,0,free,Free
99020671,0,free,Free
99020672,0,free,Free
99020673,0,free,Free
99020674,0,free,Free
99020675,0,free,Free
99020676,0,free,Free
99020677,0,free,Free
99020678,0,free,Free
99020679,0,free,Free
99020680,0.016,ad_valorem,1.6%
99020681,0.053,ad_valorem,5.3%
99020682,0,free,Free
99020683,0,free,Free
99020684,0.002,ad_valorem,0.2%
99020685,0,free,Free
99020686,0,free,Free
99020687,0,free,Free
99020688,0,free,Free
99020689,0,free,Free
99020690,0,free,Free
99020691,0,free,Free
99020692,0,free,Free
99020693,0,free,Free
99020694,0,free,Free
99020695,0,free,Free
99020696,0,free,Free
99020697,0.027999999999999997,ad_valorem,2.8%
99020698,0,free,Free
99020699,0.018000000000000002,ad_valorem,1.8%
99020701,0,free,Free
99020702,0,free,Free
99020703,0,free,Free
99020704,0,free,Free
99020705,0,free,Free
99020706,0.061,ad_valorem,6.1%
99020707,0.025,ad_valorem,2.5%
99020708,0,free,Free
99020709,0,free,Free
99020710,0,free,Free
99020711,0,free,Free
99020712,0,free,Free
99020713,0.013000000000000001,ad_valorem,1.3%
99020714,0.046,ad_valorem,4.6%
99020715,0.05,ad_valorem,5.0%
99020716,0.044000000000000004,ad_valorem,4.4%
99020717,0,free,Free
99020718,0,free,Free
99020719,0,free,Free
99020720,0.035,ad_valorem,3.5%
99020721,0,free,Free
99020722,0.055,ad_valorem,5.5%
99020723,0.044000000000000004,ad_valorem,4.4%
99020724,0,free,Free
99020725,0.040999999999999995,ad_valorem,4.1%
99020726,0.054000000000000006,ad_valorem,5.4%
99020727,0.031,ad_valorem,3.1%
99020728,0,free,Free
99020729,0,free,Free
99020730,0.061,ad_valorem,6.1%
99020731,0.013999999999999999,ad_valorem,1.4%
99020732,0,free,Free
99020733,0,free,Free
99020734,0,free,Free
99020735,0.045,ad_valorem,4.5%
99020736,0,free,Free
99020737,0.063,ad_valorem,6.3%
99020738,0,free,Free
99020739,0,free,Free
99020740,0,free,Free
99020741,0,free,Free
99020742,0,free,Free
99020743,0.04,ad_valorem,4.0%
99020744,0,free,Free
99020745,0,free,Free
99020746,0,free,Free
99020747,0,free,Free
99020748,0,free,Free
99020749,0,free,Free
99020750,0,free,Free
99020751,0,free,Free
99020752,0,free,Free
99020753,0.035,ad_valorem,3.5%
99020754,0,free,Free
99020755,0.040999999999999995,ad_valorem,4.1%
99020756,0.05,ad_valorem,5.0%
99020757,0.004,ad_valorem,0.4%
99020758,0.046,ad_valorem,4.6%
99020759,0,free,Free
99020760,0.054000000000000006,ad_valorem,5.4%
99020761,0,free,Free
99020762,0,free,Free
99020763,0,free,Free
99020764,0,free,Free
99020765,0,free,Free
99020766,0,free,Free
99020767,0,free,Free
99020768,0,free,Free
99020769,0,free,Free
99020770,0,free,Free
99020771,0,free,Free
99020772,0,free,Free
99020773,0,free,Free
99020774,0,free,Free
99020775,0,free,Free
99020776,0,free,Free
99020777,0,free,Free
99020778,0,free,Free
99020779,0,free,Free
99020780,0,free,Free
99020781,0,free,Free
99020782,0,free,Free
99020783,0,free,Free
99020784,0,free,Free
99020785,0,free,Free
99020786,0,free,Free
99020787,0,free,Free
99020788,0,free,Free
99020789,0,free,Free
99020790,0,free,Free
99020791,0,free,Free
99020792,0,free,Free
99020793,0,free,Free
99020794,0,free,Free
99020795,0,free,Free
99020796,0,free,Free
99020797,0,free,Free
99020798,0,free,Free
99020799,0,free,Free
99020801,0,free,Free
99020802,0,free,Free
99020803,0,free,Free
99020804,0,free,Free
99020805,0,free,Free
99020806,0,free,Free
99020807,0,free,Free
99020808,0,free,Free
99020809,0,free,Free
99020810,0,free,Free
99020811,0,free,Free
99020812,0,free,Free
99020813,0,free,Free
99020814,0,free,Free
99020815,0,free,Free
99020816,0,free,Free
99020817,0,free,Free
99020818,0,free,Free
99020819,0,free,Free
99020820,0,free,Free
99020821,0,free,Free
99020822,0,free,Free
99020823,0,free,Free
99020824,0,free,Free
99020825,0,free,Free
99020826,0,free,Free
99020827,0,free,Free
99020828,0,free,Free
99020829,0,free,Free
99020830,0,free,Free
99020831,0,free,Free
99020832,0,free,Free
99020833,0,free,Free
99020834,0,free,Free
99020835,0,free,Free
99020836,0,free,Free
99020837,0,free,Free
99020838,0,free,Free
99020839,0,free,Free
99020840,0,free,Free
99020841,0,free,Free
99020842,0,free,Free
99020843,0,free,Free
99020844,0,free,Free
99020845,0,free,Free
99020846,0,free,Free
99020847,0,free,Free
99020848,0,free,Free
99020849,0,free,Free
99020850,0,free,Free
99020851,0,free,Free
99020852,0,free,Free
99020853,0,free,Free
99020854,0,free,Free
99020855,0,free,Free
99020856,0,free,Free
99020857,0,free,Free
99020858,0,free,Free
99020859,0.033,ad_valorem,3.3%
99020860,0,free,Free
99020861,0,free,Free
99020862,0,free,Free
99020863,0,free,Free
99020864,0,free,Free
99020865,0,free,Free
99020866,0,free,Free
99020867,0,free,Free
99020869,0,free,Free
99020870,0,free,Free
99020871,0,free,Free
99020872,0,free,Free
99020873,0,free,Free
99020874,0,free,Free
99020875,0,free,Free
99020876,0,free,Free
99020877,0,free,Free
99020878,0,free,Free
99020879,0,free,Free
99020880,0,free,Free
99020881,0,free,Free
99020882,0,free,Free
99020883,0,free,Free
99020884,0,free,Free
99020885,0,free,Free
99020886,0,free,Free
99020887,0,free,Free
99020888,0,free,Free
99020889,0,free,Free
99020890,0,free,Free
99020891,0,free,Free
99020892,0,free,Free
99020893,0,free,Free
99020894,0,free,Free
99020895,0,free,Free
99020896,0,free,Free
99020897,0,free,Free
99020898,0,free,Free
99020899,0,free,Free
99020901,0,free,Free
99020902,0,free,Free
99020903,0,free,Free
99020904,0,free,Free
99020905,0,free,Free
99020906,0,free,Free
99020907,0,free,Free
99020908,0,free,Free
99020909,0,free,Free
99020910,0,free,Free
99020911,0,free,Free
99020912,0,free,Free
99020913,0,free,Free
99020914,0,free,Free
99020915,0,free,Free
99020916,0.031,ad_valorem,3.1%
99020917,0,free,Free
99020918,0,free,Free
99020919,0,free,Free
99020920,0.042,ad_valorem,4.2%
99020921,0,free,Free
99020922,0,free,Free
99020923,0.01,ad_valorem,1.0%
99020924,0.052000000000000005,ad_valorem,5.2%
99020925,0,free,Free
99020926,0,free,Free
99020927,0,free,Free
99020928,0,free,Free
99020929,0,free,Free
99020930,0,free,Free
99020931,0.008,ad_valorem,0.8%
99020932,0,free,Free
99020933,0,free,Free
99020934,0,free,Free
99020935,0.018000000000000002,ad_valorem,1.8%
99020936,0.042,ad_valorem,4.2%
99020937,0.027999999999999997,ad_valorem,2.8%
99020938,0,free,Free
99020939,0,free,Free
99020940,0,free,Free
99020941,0,free,Free
99020942,0,free,Free
99020943,0,free,Free
99020944,0,free,Free
99020945,0,free,Free
99020946,0,free,Free
99020947,0,free,Free
99020948,0,free,Free
99020949,0.003,ad_valorem,0.3%
99020950,0.049,ad_valorem,4.9%
99020951,0.04,ad_valorem,4.0%
99020952,0,free,Free
99020953,0,free,Free
99020954,0,free,Free
99020955,0,free,Free
99020956,0,free,Free
99020957,0,free,Free
99020958,0,free,Free
99020959,0,free,Free
99020960,0,free,Free
99020961,0,free,Free
99020962,0,free,Free
99020963,0,free,Free
99020964,0,free,Free
99020965,0,free,Free
99020966,0.016,ad_valorem,1.6%
99020967,0,free,Free
99020968,0,free,Free
99020969,0,free,Free
99020970,0,free,Free
99020971,0,free,Free
99020972,0,free,Free
99020973,0,free,Free
99020974,0,free,Free
99020975,0,free,Free
99020976,0,free,Free
99020977,0,free,Free
99020978,0,free,Free
99020979,0,free,Free
99020980,0,free,Free
99020981,0,free,Free
99020982,0,free,Free
99020983,0,free,Free
99020984,0,free,Free
99020985,0.038,ad_valorem,3.8%
99020986,0.037000000000000005,ad_valorem,3.7%
99020987,0,free,Free
99020988,0,free,Free
99020989,0,free,Free
99020990,0,free,Free
99020991,0,free,Free
99020992,0,free,Free
99020993,0,free,Free
99020994,0.046,ad_valorem,4.6%
99020995,0.042,ad_valorem,4.2%
99020996,0.02,ad_valorem,2.0%
99020997,0,free,Free
99020998,0,free,Free
99020999,0,free,Free
99021001,0.025,ad_valorem,2.5%
99021002,0.013000000000000001,ad_valorem,1.3%
99021003,0,free,Free
99021004,0,free,Free
99021005,0,free,Free
99021006,0.055999999999999994,ad_valorem,5.6%
99021007,0.01,ad_valorem,1.0%
99021008,0,free,Free
99021009,0.055999999999999994,ad_valorem,5.6%
99021010,0.036000000000000004,ad_valorem,3.6%
99021011,0,free,Free
99021012,0,free,Free
99021013,0,free,Free
99021014,0,free,Free
99021015,0,free,Free
99021016,0,free,Free
99021017,0,free,Free
99021018,0,free,Free
99021019,0,free,Free
99021020,0,free,Free
99021021,0.048,ad_valorem,4.8%
99021022,0,free,Free
99021023,0,free,Free
99021024,0.006999999999999999,ad_valorem,0.7%
99021025,0.027999999999999997,ad_valorem,2.8%
99021026,0,free,Free
99021027,0,free,Free
99021028,0,free,Free
99021029,0,free,Free
99021030,0.032,ad_valorem,3.2%
99021031,0,free,Free
99021032,0,free,Free
99021033,0,free,Free
99021034,0,free,Free
99021035,0,free,Free
99021036,0,free,Free
99021037,0,free,Free
99021038,0,free,Free
99021039,0,free,Free
99021040,0,free,Free
99021041,0,free,Free
99021042,0.013000000000000001,ad_valorem,1.3%
99021043,0,free,Free
99021044,0.013999999999999999,ad_valorem,1.4%
99021045,0,free,Free
99021046,0.005,ad_valorem,0.5%
99021047,0,free,Free
99021048,0.001,ad_valorem,0.1%
99021049,0,free,Free
99021050,0,free,Free
99021052,0,free,Free
99021053,0,free,Free
99021054,0,free,Free
99021055,0,free,Free
99021056,0,free,Free
99021057,0,free,Free
99021058,0,free,Free
99021059,0,free,Free
99021060,0,free,Free
99021061,0,free,Free
99021062,0,free,Free
99021063,0,free,Free
99021064,0,free,Free
99021065,0,free,Free
99021066,0.05,ad_valorem,5.0%
99021067,0.051,ad_valorem,5.1%
99021068,0.059000000000000004,ad_valorem,5.9%
99021069,0,free,Free
99021070,0,free,Free
99021071,0,free,Free
99021072,0,free,Free
99021073,0,free,Free
99021075,0,free,Free
99021076,0,free,Free
99021077,0,free,Free
99021078,0,free,Free
99021079,0,free,Free
99021080,0,free,Free
99021081,0,free,Free
99021082,0,free,Free
99021083,0,free,Free
99021084,0,free,Free
99021085,0,free,Free
99021086,0,free,Free
99021087,0,free,Free
99021088,0.024,ad_valorem,2.4%
99021089,0,free,Free
99021090,0,free,Free
99021091,0,free,Free
99021092,0,free,Free
99021093,0.021,ad_valorem,2.1%
99021094,0,free,Free
99021095,0,free,Free
99021096,0,free,Free
99021097,0,free,Free
99021098,0,free,Free
99021099,0,free,Free
99021101,0,free,Free
99021102,0,free,Free
99021103,0,free,Free
99021104,0,free,Free
99021105,0,free,Free
99021106,0,free,Free
99021107,0,free,Free
99021108,0,free,Free
99021109,0,free,Free
99021110,0,free,Free
99021111,0,free,Free
99021112,0,free,Free
99021113,0,free,Free
99021114,0.003,ad_valorem,0.3%
99021115,0,free,Free
99021116,0,free,Free
99021117,0,free,Free
99021118,0,free,Free
99021119,0,free,Free
99021120,0,free,Free
99021121,0,free,Free
99021123,0.016,ad_valorem,1.6%
99021124,0,free,Free
99021126,0,free,Free
99021127,0,free,Free
99021128,0,free,Free
99021129,0,free,Free
99021130,0,free,Free
99021131,0,free,Free
99021132,0,free,Free
99021133,0,free,Free
99021134,0,free,Free
99021135,0,free,Free
99021136,0,free,Free
99021137,0,free,Free
99021138,0,free,Free
99021139,0,free,Free
99021140,0,free,Free
99021141,0,free,Free
99021142,0,free,Free
99021143,0,free,Free
99021144,0,free,Free
99021145,0,free,Free
99021146,0,free,Free
99021147,0,free,Free
99021148,0,free,Free
99021149,0,free,Free
99021150,0,free,Free
99021151,0,free,Free
99021152,0,free,Free
99021153,0,free,Free
99021154,0,free,Free
99021155,0,free,Free
99021156,0,free,Free
99021157,0,free,Free
99021158,0,free,Free
99021159,0,free,Free
99021160,0,free,Free
99021161,0,free,Free
99021162,0,free,Free
99021163,0.043,ad_valorem,4.3%
99021164,0,free,Free
99021165,0,free,Free
99021166,0.013999999999999999,ad_valorem,1.4%
99021167,0,free,Free
99021168,0,free,Free
99021169,0,free,Free
99021170,0,free,Free
99021171,0,free,Free
99021172,0,free,Free
99021173,0,free,Free
99021174,0,free,Free
99021175,0,free,Free
99021176,0,free,Free
99021177,0,free,Free
99021178,0,free,Free
99021179,0,free,Free
99021180,0,free,Free
99021181,0,free,Free
99021182,0.051,ad_valorem,5.1%
99021183,0,free,Free
99021184,0.035,ad_valorem,3.5%
99021185,0,free,Free
99021186,0.037000000000000005,ad_valorem,3.7%
99021187,0,free,Free
99021188,0,free,Free
99021189,0,free,Free
99021190,0,free,Free
99021191,0,free,Free
99021192,0.013000000000000001,ad_valorem,1.3%
99021193,0,free,Free
99021194,0.005,ad_valorem,0.5%
99021195,0,free,Free
99021196,0,free,Free
99021197,0,free,Free
99021198,0,free,Free
99021199,0.005,ad_valorem,0.5%
99021201,0,free,Free
99021202,0,free,Free
99021203,0,free,Free
99021204,0.044000000000000004,ad_valorem,4.4%
99021205,0,free,Free
99021206,0,free,Free
99021207,0,free,Free
99021208,0.002,ad_valorem,0.2%
99021209,0,free,Free
99021210,0.01,ad_valorem,1.0%
99021211,0,free,Free
99021212,0,free,Free
99021213,0,free,Free
99021214,0,free,Free
99021215,0,free,Free
99021216,0,free,Free
99021217,0,free,Free
99021218,0,free,Free
99021219,0,free,Free
99021220,0,free,Free
99021221,0,free,Free
99021222,0,free,Free
99021223,0,free,Free
99021224,0,free,Free
99021225,0,free,Free
99021226,0,free,Free
99021227,0,free,Free
99021228,0,free,Free
99021229,0,free,Free
99021230,0.024,ad_valorem,2.4%
99021231,0,free,Free
99021232,0,free,Free
99021233,0,free,Free
99021234,0,free,Free
99021235,0,free,Free
99021237,0,free,Free
99021238,0,free,Free
99021239,0.04,ad_valorem,4.0%
99021240,0,free,Free
99021241,0.165,ad_valorem,16.5%
99021242,0,free,Free
99021243,0,free,Free
99021244,0,free,Free
99021245,0,free,Free
99021246,0,free,Free
99021247,0,free,Free
99021248,0,free,Free
99021249,0,free,Free
99021250,0,free,Free
99021251,0,free,Free
99021252,0,free,Free
99021253,0,free,Free
99021254,0,free,Free
99021255,0,free,Free
99021256,0,free,Free
99021257,0,free,Free
99021258,0,free,Free
99021259,0,free,Free
99021260,0,free,Free
99021261,0.092,ad_valorem,9.2%
99021262,0.134,ad_valorem,13.4%
99021263,0,free,Free
99021264,0.025,ad_valorem,2.5%
99021265,0,free,Free
99021266,0,free,Free
99021267,0,free,Free
99021268,0,free,Free
99021269,0,free,Free
99021270,0,free,Free
99021271,0,free,Free
99021272,0,free,Free
99021273,0,free,Free
99021274,0,free,Free
99021275,0,free,Free
99021276,0,free,Free
99021277,0,free,Free
99021278,0,free,Free
99021279,0,free,Free
99021280,0,free,Free
99021281,0,free,Free
99021282,0,free,Free
99021283,0,free,Free
99021284,0,free,Free
99021285,0,free,Free
99021286,0,free,Free
99021287,0,free,Free
99021288,0,free,Free
99021289,0,free,Free
99021290,0,free,Free
99021291,0,free,Free
99021292,0,free,Free
99021293,0,free,Free
99021294,0,free,Free
99021295,0,free,Free
99021296,0,free,Free
99021297,0,free,Free
99021298,0,free,Free
99021299,0,free,Free
99021301,0,free,Free
99021302,0,free,Free
99021303,0,free,Free
99021304,0,free,Free
99021305,0,free,Free
99021306,0,free,Free
99021307,0,free,Free
99021308,0,free,Free
99021309,0,free,Free
99021310,0,free,Free
99021311,0,free,Free
99021312,0,free,Free
99021313,0,free,Free
99021314,0,free,Free
99021315,0,free,Free
99021316,0,free,Free
99021317,0,free,Free
99021318,0,free,Free
99021319,0,free,Free
99021320,0,free,Free
99021321,0,free,Free
99021322,0,free,Free
99021323,0,free,Free
99021324,0,free,Free
99021325,0,free,Free
99021326,0,free,Free
99021327,0,free,Free
99021328,0.017,ad_valorem,1.7%
99021329,0,free,Free
99021330,0,free,Free
99021331,0,free,Free
99021332,0,free,Free
99021333,0,free,Free
99021334,0,free,Free
99021335,0,free,Free
99021336,0,free,Free
99021337,0,free,Free
99021338,0,free,Free
99021339,0,free,Free
99021340,0,free,Free
99021341,0,free,Free
99021342,0.057999999999999996,ad_valorem,5.8%
99021343,0,free,Free
99021344,0,free,Free
99021345,0,free,Free
99021346,0,free,Free
99021347,0,free,Free
99021348,0,free,Free
99021349,0,free,Free
99021350,0,free,Free
99021351,0,free,Free
99021352,0,free,Free
99021353,0,free,Free
99021354,0,free,Free
99021355,0,free,Free
99021357,0,free,Free
99021358,0,free,Free
99021359,0,free,Free
99021360,0,free,Free
99021361,0.065,ad_valorem,6.5%
99021363,0.017,ad_valorem,1.7%
99021364,0.065,ad_valorem,6.5%
99021365,0,free,Free
99021366,0,free,Free
99021367,0,free,Free
99021368,0,free,Free
99021369,0,free,Free
99021370,0,free,Free
99021371,0.098,ad_valorem,9.8%
99021372,0,free,Free
99021373,0,free,Free
99021380,0,free,Free
99021382,0,free,Free
99021383,0,free,Free
99021384,0,free,Free
99021385,0,free,Free
99021386,0,free,Free
99021387,0,free,Free
99021388,0,free,Free
99021389,0,free,Free
99021390,0,free,Free
99021391,0,free,Free
99021392,0.087,ad_valorem,8.7%
99021393,0.085,ad_valorem,8.5%
99021394,0,free,Free
99021395,0,free,Free
99021396,0.01,ad_valorem,1.0%
99021397,0,free,Free
99021398,0.038,ad_valorem,3.8%
99021399,0,free,Free
99021401,0,free,Free
99021402,0,free,Free
99021403,0,free,Free
99021404,0,free,Free
99021405,0,free,Free
99021406,0.055,ad_valorem,5.5%
99021407,0.025,ad_valorem,2.5%
99021408,0.036000000000000004,ad_valorem,3.6%
99021409,0,free,Free
99021410,0,free,Free
99021411,0.094,ad_valorem,9.4%
99021412,0,free,Free
99021413,0,free,Free
99021414,0.002,ad_valorem,0.2%
99021415,0,free,Free
99021416,0,free,Free
99021417,0.038,ad_valorem,3.8%
99021418,0,free,Free
99021419,0,free,Free
99021420,0.013999999999999999,ad_valorem,1.4%
99021421,0,free,Free
99021422,0.057,ad_valorem,5.7%
99021423,0,free,Free
99021424,0.027000000000000003,ad_valorem,2.7%
99021425,0,free,Free
99021426,0,free,Free
99021427,0.028999999999999998,ad_valorem,2.9%
99021428,0.079,ad_valorem,7.9%
99021429,0.066,ad_valorem,6.6%
99021430,0.085,ad_valorem,8.5%
99021431,0,free,Free
99021432,0,free,Free
99021433,0,free,Free
99021434,0,free,Free
99021435,0.126,ad_valorem,12.6%
99021436,0.149,ad_valorem,14.9%
99021437,0,free,Free
99021438,0,free,Free
99021439,0,free,Free
99021440,0.05,ad_valorem,5.0%
99021441,0,free,Free
99021442,0,free,Free
99021443,0,free,Free
99021444,0.1,ad_valorem,10.0%
99021445,0.34600000000000003,ad_valorem,34.6%
99021446,0.315,ad_valorem,31.5%
99021447,0.07400000000000001,ad_valorem,7.4%
99021448,0,free,Free
99021449,0.081,ad_valorem,8.1%
99021450,0,free,Free
99021451,0,free,Free
99021452,0,free,Free
99021453,0,free,Free
99021454,0,free,Free
99021455,0,free,Free
99021456,0,free,Free
99021457,0.045,ad_valorem,4.5%
99021458,0.044000000000000004,ad_valorem,4.4%
99021459,0.019,ad_valorem,1.9%
99021460,0.036000000000000004,ad_valorem,3.6%
99021461,0.017,ad_valorem,1.7%
99021462,0,free,Free
99021463,0,free,Free
99021464,0.063,ad_valorem,6.3%
99021465,0,free,Free
99021466,0.021,ad_valorem,2.1%
99021467,0,free,Free
99021468,0,free,Free
99021469,0,free,Free
99021470,0,free,Free
99021471,0.001,ad_valorem,0.1%
99021472,0.021,ad_valorem,2.1%
99021473,0,free,Free
99021474,0.047,ad_valorem,4.7%
99021475,0,free,Free
99021476,0,free,Free
99021477,0,free,Free
99021478,0.001,ad_valorem,0.1%
99021479,0,free,Free
99021480,0.071,ad_valorem,7.1%
99021481,0,free,Free
99021482,0,free,Free
99021483,0,free,Free
99021484,0,free,Free
99021485,0,free,Free
99021486,0,free,Free
99021487,0.018000000000000002,ad_valorem,1.8%
99021488,0,free,Free
99021489,0,free,Free
99021490,0,free,Free
99021491,0,free,Free
99021492,0,free,Free
99021493,0,free,Free
99021494,0,free,Free
99021495,0,free,Free
99021496,0.015,ad_valorem,1.5%
99021497,0,free,Free
99021498,0.013999999999999999,ad_valorem,1.4%
99021499,0.013999999999999999,ad_valorem,1.4%
99021501,0,free,Free
99021502,0,free,Free
99021503,0,free,Free
99021504,0,free,Free
99021505,0,free,Free
99021506,0,free,Free
99021507,0,free,Free
99021508,0,free,Free
99021509,0,free,Free
